FORMA|KEY|LEMMA|ETIMO|LANG|DATE|POS|FUNCT|gender|number|case|degree|deterType|MWEs|pronType|person|verbForm|mood|tense|voice|property|adpType|advType|advType2|numType|partType|g|h|p|v|LOC.1|LOC.2|LOC.3|LOC.4|DATE.0|DATE.1|DATE.2
aree|aree|arer|ARARE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arer|arer|arer|ARARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
areste|areste|arester|ARRESTARE|||verb|||Sing||||||2|Ind|Imp|Pres|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arestee|arestee|arester|ARRESTARE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
argent|argent|argent|ARGENTUM|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
argon|argon|Argon||||properNoun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
argus|argus|Argus||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
argus|argus1|Argus||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arieres|arieres|ariere|AD RETRO|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arisier|arisier|arecier|*ARRECTIARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ariva|ariva|ariver|*ARRIPARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arivames|arivames|ariver|*ARRIPARE|||verb|||Plur||||||1|Fin|Sub|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arivassent|arivassent|ariver|*ARRIPARE|||verb|||Plur||||||3|Fin|Sub|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arivee|arivee|ariver|*ARRIPARE|||verb||Fem|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ariverent|ariverent|ariver|*ARRIPARE|||verb|||Plur||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ariverons|ariverons|ariver|*ARRIPARE|||verb|||Plur||||||1|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arivés|arivés2|ariver|*ARRIPARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arivés|arivés3|ariver|*ARRIPARE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arivéz|arivéz|ariver|*ARRIPARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
arma|arma|armer|ARMARE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armassent|armassent|armer|ARMARE|||verb|||Plur||||||3|Fin|Sub|Imp|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armer|armer|armer|ARMARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armerent|armerent|armer|ARMARE|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armes|armes|arme|ARMA|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armeüres|armeüres|armëure|ARMATURA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armés|armés|armer|ARMARE|||verb|Adj|Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
armés|armés2|armer|ARMARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ars|ars|art|ARS|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ars|ars1|ardre|ARDERE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
artefiéz|artefiéz|artifier (GD)|ARS|||verb||Masc|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
as|as|a3|AD|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
as|as2|avoir|HABERE|||verb|auxTens||Sing||||MWEs||2|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asailli|asailli|assalir|*ASSALIRE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asaillir|asaillir|assalir|*ASSALIRE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asaillis|asaillis|assalir|*ASSALIRE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asaillis|asaillis1|assalir|*ASSALIRE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asaiés|asaiés|essaiier|EXAGIUM|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asaudra|asaudra|assalir|*ASSALIRE|||verb|||Sing||||||3|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asaudrons|asaudrons|assalir|*ASSALIRE|||verb|||Plur||||||1|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asauta|asauta|assauter|*ASSALTUS|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asavoir|asavoir|savoir|SAPERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ascondiroit|ascondiroit|esondire|*EXCONDICERE|||verb|||Sing||||||3|Fin|Cnd|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asemblees|asemblees|assembler|ASSIMULARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asenblees|asenblees|assembler|ASSIMULARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asenbler|asenbler|assembler|ASSIMULARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asenés|asenés|assener|SINNO-|||verb|||Plur||||||2|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aseüree|aseüree|assëurer|*ASSECURARE|||verb|compPass|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asimee|asimee|acesmer|*ACCISMARE|||verb|Adj|Fem|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asis|asis|asseoir (TLF)|SEDERE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asis|asis1|asseoir (TLF)|SEDERE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asis|asis2|asseoir (TLF)|SEDERE|||verb||Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asise|asise|asseoir (TLF)|SEDERE|||verb|compTens|Fem|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asisma|asisma|acesmer|*ACCISMARE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asist|asist|asseoir (TLF)|SEDERE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asistrent|asistrent|asseoir (TLF)|SEDERE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asistrent|asistrent1|asseoir (TLF)|SEDERE|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asé|asé|assez|AD SATIS|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
asés|asés|assez|AD SATIS|||verb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atacha|atacha|atachier2|*STAKKA|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ataint|ataint|ataindre|ATTINGERE|||verb|auxPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atalenta|atalenta|atalenter|TALENTUM|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atant|atant|tant|TANTUS|||adverb||||||||||||||||Tim||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atendance|atendance|atendance|ATTENDERE|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atendon|atendon|Atenedon||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atenedon|atenedon|Atenedon||||properNoun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atenedon|atenedon1|Atenedon||||properNoun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atorner|atorner|atorner|TORNARE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atornerent|atornerent|atorner|TORNARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atornés|atornés|atorner|TORNARE|||verb|compPass|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atornés|atornés1|atorner|TORNARE|||verb|compPass|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
atornés|atornés2|atorner|TORNARE|||verb|compTens|Masc|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
au|au|a3|AD|||adposition|||||||||||||||PrepArt|||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
auberc|auberc|herberc|*HARIBERGôN|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
auqes|auqes|auques|ALIQUID|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
auques|auques|auques|ALIQUID|||noun||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aus|aus|haut|ALTUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aus|aus1|haut|ALTUS|||adjective||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ausi|ausi|aussi|SIC|||adjective||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ausi_com|ausi_com|aussi|SIC|||adverb|Adv||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
ausi_qe|ausi_qe|aussi|SIC|||adverb|SConj ||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aussi|aussi|aussi|SIC|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aut|aut1|haut|ALTUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aut|aut2|haut|ALTUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aute|aute|haut|ALTUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autement|autement|hautement|ALTUS|||adjective||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autes|autes|haut|ALTUS|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autesse|autesse|hautece|ALTITIA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre|autre1|autre|ALTER|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre|autre10|autre|ALTER|||pronoun||Neut|Sing|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre|autre4|autre|ALTER|||determiner||Fem|Sing|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre|autre5|autre|ALTER|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre|autre7|autre|ALTER|||pronoun||Masc|Sing|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre|autre8|autre|ALTER|||pronoun||Fem|Sing|||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autre_fois|autre_fois|fois|VICES|||noun|Adv|Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autrees|autrees|autre|ALTER|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autrement|autrement|autrement|ALTER|||determiner||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autres|autres|autre|ALTER|||determiner||Masc|Plur|Nom||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autres|autres1|autre|ALTER|||determiner||Masc|Plur|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autres|autres2|autre|ALTER|||determiner||Fem|Plur|||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autres|autres3|autre|ALTER|||determiner||Masc|Sing|Acc||Ind||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autres|autres4|autre|ALTER|||pronoun||Masc|Plur|Nom||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
autres|autres5|autre|ALTER|||pronoun||Masc|Plur|Acc||||Ind||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aval|aval|aval|VALLIS|||adverb||||||||||||||||Loc||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avant|avant|avant|ABANTE|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avant|avant1|avant|ABANTE|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avant_q’|avant_q’|avant|ABANTE|||adverb|SConj ||||||MWEs|||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avec|avec|avuec|AB HOC|||adverb||||||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avendra|avendra|avenir|ADVENIRE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avenir|avenir|avenir|ADVENIRE|||verb||||||||||Ind|Inf|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aventure|aventure|aventure|*ADVENTURA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avenu|avenu|avenir|ADVENIRE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avenues|avenues|avenir|ADVENIRE|||verb|compTens|Fem|Plur||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avenus|avenus|avenir|ADVENIRE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avient|avient|avenir|ADVENIRE|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avint|avint|avenir|ADVENIRE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avions|avions|avoir|HABERE|||verb|||Plur||||||1|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avironee|avironee|avironer|VIBRARE|||verb||Fem|Plur|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avis|avis|avis|VISUS1|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoient|avoient|avoir|HABERE|||verb|||Plur||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoient|avoient1|avoir|HABERE|||verb|auxTens||Plur||||MWEs||3|Fin|Ind|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoir|avoir|avoir|HABERE|||verb||||||||||Ind|Inf|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoir|avoir1|avoir|HABERE|||verb|Noun|||||||||Ind|Inf|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoit|avoit|avoir|HABERE|||verb|||Sing||||||3|Fin|Ind|Imp|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoit|avoit1|avoir|HABERE|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avoit|avoit2|avoir|HABERE|||verb|auxTens||Sing||||MWEs||3|Fin|Ind|Imp||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avra|avra|avoir|HABERE|||verb|||Sing||||||3|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avra|avra1|avoir|HABERE|||verb|auxTens||Sing||||MWEs||3|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avra|avra2|avoir|HABERE|||verb|||Sing||||||3|Fin|Ind|Fut||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avrais|avrais|avoir|HABERE|||verb|auxTens||Sing||||MWEs||2|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avras|avras|avoir|HABERE|||verb|||Sing||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avras|avras1|avoir|HABERE|||verb|auxTens||Sing||||MWEs||2|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avront|avront|avoir|HABERE|||verb|||Plur||||||3|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avront|avront1|avoir|HABERE|||verb|auxTens||Plur||||MWEs||3|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avrés|avrés|avoir|HABERE|||verb|auxTens||Plur||||MWEs||2|Fin|Ind|Fut||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avrés|avrés1|avoir|HABERE|||verb|||Plur||||||2|Fin|Ind|Fut|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avés|avés|avoir|HABERE|||verb|auxTens||Plur||||MWEs||2|Fin|Ind|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
avés|avés1|avoir|HABERE|||verb|||Plur||||||2|Fin|Ind|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aïent|aïent1|avoir|HABERE|||verb|compTens||Plur||||MWEs||3|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
aïéx|aïéx|avoir|HABERE|||verb|auxTens||Plur||||MWEs||2|Fin|Sub|Pres||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bachelier|bachelier2|bacheler|*BACCALARIS|||noun||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bacheliers|bacheliers2|bacheler|*BACCALARIS|||noun||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baigna|baigna|baignier|BALNEARE|||verb|||Sing||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bailla|bailla|baillier|BAJULARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baillirent|baillirent|baillier|BAJULARE|||verb|||Plur||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baillé|baillé1|baillier|BAJULARE|||verb|compTens|Masc|Sing||||MWEs|||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bains|bains|bain|BALNEUM|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bairons|bairons3|baron|*BARO|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baisa|baisa|baisier|BASIARE|||verb|||Sing||||||3|Fin|Ind|Past|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baisa|baisa1|baissier|*BASSIARE|||verb|||Sing||||||3|Fin|Ind|Past||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baisast|baisast|baisier|BASIARE|||verb|||Sing||||||3|Fin|Sub|Pres|Act|Trans||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baiserent|baiserent|baisier|BASIARE|||verb|||Plur||||||3|Fin|Ind|Past|Rfl|||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baronie|baronie|baronie|*BARO|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
barons|barons1|baron|*BARO|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
barons|barons2|baron|*BARO|||noun||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
barons|barons3|baron|*BARO|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
baset|baset|basset|BASSUS|||adjective|Adv|Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bataille|bataille|bataille|BATTUALIA|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
batel|batel1|batel2|BAT|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
batus|batus|batre|BATTUERE|||verb|Adj|Masc|Sing|||||||Ind|Part|Past||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
beisoins|beisoins|besoing|*SUNNI|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bel|bel|bel|BELLUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bel|bel1|bel|BELLUS|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bel|bel2|bel|BELLUS|||adjective||Neut|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bel|bel8|bel|BELLUS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
belle|belle|bel|BELLUS|||adjective||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
belle|belle1|bel|BELLUS|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bellement|bellement|belement|BELLUS|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
belles|belles|bel|BELLUS|||adjective||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
besoigne|besoigne|besoigne|*SUNNI|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
besoignoit|besoignoit|besoignier|*SUNNI|||verb|||Sing||||||3|Fin|Ind|Imp||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biau|biau|bel|BELLUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biau|biau2|bel|BELLUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biaus|biaus|bel|BELLUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biaus|biaus4|bel|BELLUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biauté|biauté|biauté|BELLUS|||noun||Fem|Sing|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biautés|biautés|biauté|BELLUS|||noun||Fem|Plur|||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biaux|biaux|bel|BELLUS|||adjective||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biaux|biaux4|bel|BELLUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
biauz|biauz4|bel|BELLUS|||adjective||Masc|Plur|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bien|bien|bien2|BENE|||noun||Masc|Sing|Nom||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bien|bien1|bien2|BENE|||noun||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bien|bien3|bien2|BENE|||noun||Masc|Plur|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
bien|bien4|bien2|BENE|||adverb||||||||||||||||Man||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
blait|blait|braire|*BRAG-|||verb|||Sing||||||3|Fin|Ind|Pres||Intr||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
blanc|blanc1|blanc|*BLANK|||adjective||Masc|Sing|Acc||||||||||||||||g||p|v|grenoble||paris|venezia|XII|XIII|XIV
